Route	page	Line of route	Line of Route / Sector Description	W6a	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
Western	0821	GW110	Old Oak Common West – South Ruislip	Y	Y	Y	N	N	N	N	N	
Western	0821	GW117	Greenford East Jn – Greenford South Jn	Y	Y	Y	N	N	N	N	N	
Western	0821	GW130	Acton Wells Jn – Acton East	Y	Y	Y	Y	Y	Y	Y	Y	
Western	0821	GW174	West Ealing – Greenford West Jn	Y *	Y	Y	N	N	N	N	N	
Western	0821	GW175	Greenford South Jn – Greenford Station	Y	N	N	N	N	N	N	N	
Western	0821	GW176	Hanwell – Drayton Green Jn	Y	Y	Y	N	N	N	N	N	
Western	0821	GW178	Southall – Brentford Goods	Y	Y	Y	N	N	N	N	N	
Western	0821	GW180	Heathrow Airport Jn – NR Boundary [12m 30ch]	Y	N	N	N	N	N	N	N	
Western	0821	GW182	West Drayton – Colnbrook	Y	Y	Y	N	N	N	N	N	
Western	0821	GW184	Slough – Windsor & Eton Central	Y	N	N	N	N	N	N	N	
Western	0821	GW185	Maidenhead – Marlow	Y	N	N	N	N	N	N	N	
Western	0821	GW187	Twyford – Henley-on-Thames	Y	N	N	N	N	N	N	N	
Western	0821	GW190	Reading Spur Jn – Reading New Jn	Y	Y	Y	N	N	N	N	N	
Western	0821	GW195	Reading, Southern Jn – Reading East Jn (Reading Low Level Line)	Y	Y	Y	Y	Y	Y	Y	Y	
Western	0821	GW200	Didcot – Heyford	Y *	Y	Y	R1	R1	Y	R1	R1	R1 Between Didcot North Jn and Oxford North Jn only
Western	0821	GW220	Reading, Oxford Road Jn – Reading West Jn	Y	Y	Y	Y	Y	Y	Y	Y	
Western	0821	GW225	Caversham Road Jn – Oxford Road Jn (Reading Feeder lines)	Y	Y	Y	Y	Y	Y	Y	Y	
Western	0821	GW240	Didcot East Jn – Didcot North Jn via Avoiding Line	Y	Y	Y	Y	Y	Y	N	Y	
Western	0821	GW250	Foxhall Jn – Didcot West Curve Jn	Y	Y	Y	N	N	N	N	N	
